system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_10_13,0.3035542566361428,0.5,3.0949645980876483,0.7319461196876085,0.02872323944546561,470.6281561019659,0.0,2018-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_14,1.6350615276419884,0.5,2.7987614826013294,0.8907367299302261,0.16637952623544136,120.58286538725396,0.0,2018-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_15,2.950042401345719,0.5,2.9489563647159938,0.004290271655526764,0.0,48.94274955865124,0.0,2018-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_16,3.8066488913374057,0.5,3.8024719057642042,0.005040473534464339,0.0,49.095736608232045,0.0,2018-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_17,3.336653521229378,0.5,3.2708422112041253,0.0336151531369599,0.0,51.659688912675435,0.0,2018-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_18,2.9734913528749063,0.5,2.876273246765067,0.06918141344370853,0.0,53.59267884950949,0.0,2018-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_19,2.7344558662197027,0.5,2.6668623281457977,0.08228973999505204,0.0,52.44867641341611,0.0,2018-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_20,3.573536072959555,38.6,3.052489318626652,0.2776155530390732,0.07270756676017327,51.1724148088673,0.0,2018-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_21,3.9142570213020647,50.400000000000006,3.6344427925247182,0.6466845130072912,0.48785490813934934,50.30763278034917,0.0,2018-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_22,3.3592042539979126,67.14279969976548,3.368822181594851,0.14821140138218222,0.09396811067074043,51.30887439755272,0.0,2018-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_23,2.8105087071426365,88.2,3.0370974778694606,0.18465421325896245,0.11252619643243188,53.56282397507027,0.0,2018-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_10_24,2.5500356679609086,120.4,2.5962586333566,0.10690198995847737,0.057574355465782365,49.89400884816487,0.0,2018-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
